###
# Charged Particle in Vertical Electric Field 
#-------- Runtime parameters ----#
# Solver used : explicit rk4
# Time step : 0.000100
#--------------------------------#
#    t      	     x      	     y      	     z      	     u      	     v      	     w      
###
2.415000e+00	-1.089643e+00	-1.867830e+00	3.830702e+00	1.087878e+01	5.821779e+00	1.233860e+00
2.420000e+00	-1.034918e+00	-1.839418e+00	3.836868e+00	1.100989e+01	5.542473e+00	1.232626e+00
2.425000e+00	-9.795556e-01	-1.812410e+00	3.843028e+00	1.113386e+01	5.260260e+00	1.231394e+00
2.430000e+00	-9.235914e-01	-1.786820e+00	3.849182e+00	1.125062e+01	4.975321e+00	1.230164e+00
2.435000e+00	-8.670615e-01	-1.762661e+00	3.855330e+00	1.136011e+01	4.687840e+00	1.228934e+00
2.440000e+00	-8.100025e-01	-1.739945e+00	3.861471e+00	1.146227e+01	4.398001e+00	1.227706e+00
2.445000e+00	-7.524510e-01	-1.718684e+00	3.867607e+00	1.155707e+01	4.105992e+00	1.226479e+00
2.450000e+00	-6.944442e-01	-1.698889e+00	3.873736e+00	1.164445e+01	3.811999e+00	1.225253e+00
2.455000e+00	-6.360190e-01	-1.680567e+00	3.879859e+00	1.172437e+01	3.516209e+00	1.224028e+00
2.460000e+00	-5.772130e-01	-1.663729e+00	3.885976e+00	1.179680e+01	3.218811e+00	1.222805e+00
2.465000e+00	-5.180636e-01	-1.648382e+00	3.892087e+00	1.186170e+01	2.919994e+00	1.221583e+00
2.470000e+00	-4.586085e-01	-1.634531e+00	3.898192e+00	1.191906e+01	2.619949e+00	1.220362e+00
2.475000e+00	-3.988856e-01	-1.622184e+00	3.904291e+00	1.196886e+01	2.318865e+00	1.219142e+00
2.480000e+00	-3.389326e-01	-1.611344e+00	3.910384e+00	1.201107e+01	2.016932e+00	1.217923e+00
2.485000e+00	-2.787876e-01	-1.602016e+00	3.916470e+00	1.204568e+01	1.714341e+00	1.216706e+00
2.490000e+00	-2.184885e-01	-1.594202e+00	3.922551e+00	1.207269e+01	1.411283e+00	1.215490e+00
2.495000e+00	-1.580733e-01	-1.587903e+00	3.928625e+00	1.209210e+01	1.107947e+00	1.214275e+00
2.500000e+00	-9.758017e-02	-1.583122e+00	3.934693e+00	1.210390e+01	8.045253e-01	1.213061e+00
2.505000e+00	-3.704695e-02	-1.579858e+00	3.940756e+00	1.210812e+01	5.012063e-01	1.211849e+00
2.510000e+00	2.348839e-02	-1.578110e+00	3.946812e+00	1.210475e+01	1.981800e-01	1.210638e+00
2.515000e+00	8.398799e-02	-1.577875e+00	3.952862e+00	1.209383e+01	-1.043649e-01	1.209428e+00
2.520000e+00	1.444141e-01	-1.579152e+00	3.958906e+00	1.207536e+01	-4.062400e-01	1.208219e+00
2.525000e+00	2.047290e-01	-1.581936e+00	3.964944e+00	1.204937e+01	-7.072579e-01	1.207011e+00
2.530000e+00	2.648953e-01	-1.586223e+00	3.970976e+00	1.201591e+01	-1.007232e+00	1.205805e+00
2.535000e+00	3.248757e-01	-1.592007e+00	3.977002e+00	1.197499e+01	-1.305977e+00	1.204600e+00
2.540000e+00	3.846329e-01	-1.599280e+00	3.983022e+00	1.192667e+01	-1.603308e+00	1.203396e+00
2.545000e+00	4.441301e-01	-1.608037e+00	3.989036e+00	1.187099e+01	-1.899043e+00	1.202193e+00
2.550000e+00	5.033306e-01	-1.618268e+00	3.995044e+00	1.180799e+01	-2.192999e+00	1.200991e+00
2.555000e+00	5.621980e-01	-1.629964e+00	4.001046e+00	1.173774e+01	-2.484997e+00	1.199791e+00
2.560000e+00	6.206960e-01	-1.643114e+00	4.007042e+00	1.166029e+01	-2.774857e+00	1.198592e+00
2.565000e+00	6.787890e-01	-1.657708e+00	4.013032e+00	1.157570e+01	-3.062403e+00	1.197394e+00
2.570000e+00	7.364412e-01	-1.673734e+00	4.019016e+00	1.148404e+01	-3.347459e+00	1.196197e+00
2.575000e+00	7.936177e-01	-1.691179e+00	4.024994e+00	1.138538e+01	-3.629853e+00	1.195001e+00
2.580000e+00	8.502835e-01	-1.710028e+00	4.030966e+00	1.127980e+01	-3.909412e+00	1.193807e+00
2.585000e+00	9.064043e-01	-1.730268e+00	4.036932e+00	1.116738e+01	-4.185968e+00	1.192614e+00
2.590000e+00	9.619461e-01	-1.751882e+00	4.042892e+00	1.104820e+01	-4.459354e+00	1.191422e+00
2.595000e+00	1.016875e+00	-1.774856e+00	4.048846e+00	1.092235e+01	-4.729405e+00	1.190231e+00
2.600000e+00	1.071159e+00	-1.799171e+00	4.054795e+00	1.078992e+01	-4.995959e+00	1.189041e+00
2.605000e+00	1.124764e+00	-1.824809e+00	4.060737e+00	1.065100e+01	-5.258856e+00	1.187853e+00
2.610000e+00	1.177658e+00	-1.851753e+00	4.066673e+00	1.050570e+01	-5.517939e+00	1.186665e+00
2.615000e+00	1.229810e+00	-1.879982e+00	4.072603e+00	1.035413e+01	-5.773054e+00	1.185479e+00
2.620000e+00	1.281189e+00	-1.909477e+00	4.078528e+00	1.019638e+01	-6.024049e+00	1.184294e+00
2.625000e+00	1.331764e+00	-1.940215e+00	4.084446e+00	1.003257e+01	-6.270776e+00	1.183111e+00
2.630000e+00	1.381505e+00	-1.972177e+00	4.090359e+00	9.862815e+00	-6.513088e+00	1.181928e+00
2.635000e+00	1.430382e+00	-2.005339e+00	4.096266e+00	9.687230e+00	-6.750844e+00	1.180747e+00
2.640000e+00	1.478368e+00	-2.039678e+00	4.102166e+00	9.505939e+00	-6.983902e+00	1.179567e+00
2.645000e+00	1.525432e+00	-2.075170e+00	4.108061e+00	9.319065e+00	-7.212128e+00	1.178388e+00
2.650000e+00	1.571549e+00	-2.111791e+00	4.113950e+00	9.126738e+00	-7.435387e+00	1.177210e+00
2.655000e+00	1.616691e+00	-2.149515e+00	4.119833e+00	8.929087e+00	-7.653551e+00	1.176033e+00
2.660000e+00	1.660831e+00	-2.188317e+00	4.125711e+00	8.726247e+00	-7.866493e+00	1.174858e+00
2.665000e+00	1.703945e+00	-2.228171e+00	4.131582e+00	8.518356e+00	-8.074090e+00	1.173684e+00
2.670000e+00	1.746007e+00	-2.269049e+00	4.137447e+00	8.305553e+00	-8.276224e+00	1.172511e+00
2.675000e+00	1.786992e+00	-2.310924e+00	4.143307e+00	8.087982e+00	-8.472778e+00	1.171339e+00
2.680000e+00	1.826879e+00	-2.353767e+00	4.149161e+00	7.865787e+00	-8.663640e+00	1.170168e+00
2.685000e+00	1.865643e+00	-2.397551e+00	4.155009e+00	7.639118e+00	-8.848704e+00	1.168998e+00
2.690000e+00	1.903263e+00	-2.442245e+00	4.160851e+00	7.408124e+00	-9.027865e+00	1.167830e+00
2.695000e+00	1.939717e+00	-2.487819e+00	4.166687e+00	7.172960e+00	-9.201022e+00	1.166663e+00
2.700000e+00	1.974986e+00	-2.534245e+00	4.172517e+00	6.933780e+00	-9.368079e+00	1.165497e+00
2.705000e+00	2.009049e+00	-2.581490e+00	4.178342e+00	6.690741e+00	-9.528945e+00	1.164332e+00
2.710000e+00	2.041887e+00	-2.629524e+00	4.184161e+00	6.444004e+00	-9.683530e+00	1.163168e+00
2.715000e+00	2.073483e+00	-2.678315e+00	4.189974e+00	6.193731e+00	-9.831751e+00	1.162005e+00
2.720000e+00	2.103819e+00	-2.727830e+00	4.195781e+00	5.940084e+00	-9.973527e+00	1.160844e+00
2.725000e+00	2.132878e+00	-2.778039e+00	4.201582e+00	5.683230e+00	-1.010878e+01	1.159684e+00
2.730000e+00	2.160646e+00	-2.828907e+00	4.207378e+00	5.423335e+00	-1.023745e+01	1.158524e+00
2.735000e+00	2.187107e+00	-2.880402e+00	4.213167e+00	5.160567e+00	-1.035945e+01	1.157367e+00
2.740000e+00	2.212247e+00	-2.932491e+00	4.218951e+00	4.895098e+00	-1.047474e+01	1.156210e+00
2.745000e+00	2.236054e+00	-2.985138e+00	4.224730e+00	4.627097e+00	-1.058324e+01	1.155054e+00
2.750000e+00	2.258514e+00	-3.038312e+00	4.230502e+00	4.356739e+00	-1.068491e+01	1.153900e+00
2.755000e+00	2.279617e+00	-3.091976e+00	4.236269e+00	4.084197e+00	-1.077969e+01	1.152746e+00
2.760000e+00	2.299353e+00	-3.146097e+00	4.242029e+00	3.809645e+00	-1.086754e+01	1.151594e+00
2.765000e+00	2.317711e+00	-3.200640e+00	4.247784e+00	3.533259e+00	-1.094843e+01	1.150443e+00
2.770000e+00	2.334682e+00	-3.255570e+00	4.253534e+00	3.255216e+00	-1.102230e+01	1.149293e+00
2.775000e+00	2.350260e+00	-3.310851e+00	4.259277e+00	2.975693e+00	-1.108913e+01	1.148145e+00
2.780000e+00	2.364437e+00	-3.366449e+00	4.265015e+00	2.694867e+00	-1.114890e+01	1.146997e+00
2.785000e+00	2.377207e+00	-3.422328e+00	4.270747e+00	2.412918e+00	-1.120157e+01	1.145851e+00
2.790000e+00	2.388565e+00	-3.478453e+00	4.276474e+00	2.130022e+00	-1.124713e+01	1.144705e+00
2.795000e+00	2.398506e+00	-3.534788e+00	4.282194e+00	1.846361e+00	-1.128557e+01	1.143561e+00
2.800000e+00	2.407027e+00	-3.591297e+00	4.287909e+00	1.562111e+00	-1.131688e+01	1.142418e+00
2.805000e+00	2.414127e+00	-3.647945e+00	4.293619e+00	1.277452e+00	-1.134104e+01	1.141276e+00
2.810000e+00	2.419802e+00	-3.704695e+00	4.299322e+00	9.925633e-01	-1.135807e+01	1.140136e+00
2.815000e+00	2.424052e+00	-3.761513e+00	4.305020e+00	7.076230e-01	-1.136796e+01	1.138996e+00
2.820000e+00	2.426878e+00	-3.818363e+00	4.310712e+00	4.228095e-01	-1.137072e+01	1.137858e+00
2.825000e+00	2.428281e+00	-3.875209e+00	4.316399e+00	1.383007e-01	-1.136636e+01	1.136720e+00
2.830000e+00	2.428262e+00	-3.932015e+00	4.322079e+00	-1.457262e-01	-1.135491e+01	1.135584e+00
2.835000e+00	2.426824e+00	-3.988746e+00	4.327754e+00	-4.290944e-01	-1.133637e+01	1.134449e+00
2.840000e+00	2.423972e+00	-4.045367e+00	4.333424e+00	-7.116282e-01	-1.131079e+01	1.133315e+00
2.845000e+00	2.419710e+00	-4.101842e+00	4.339088e+00	-9.931524e-01	-1.127818e+01	1.132182e+00
2.850000e+00	2.414043e+00	-4.158137e+00	4.344746e+00	-1.273493e+00	-1.123859e+01	1.131051e+00
2.855000e+00	2.406977e+00	-4.214216e+00	4.350398e+00	-1.552477e+00	-1.119204e+01	1.129920e+00
2.860000e+00	2.398521e+00	-4.270046e+00	4.356045e+00	-1.829933e+00	-1.113859e+01	1.128791e+00
2.865000e+00	2.388681e+00	-4.325591e+00	4.361686e+00	-2.105690e+00	-1.107829e+01	1.127663e+00
2.870000e+00	2.377467e+00	-4.380817e+00	4.367321e+00	-2.379580e+00	-1.101117e+01	1.126536e+00
2.875000e+00	2.364888e+00	-4.435691e+00	4.372951e+00	-2.651434e+00	-1.093730e+01	1.125410e+00
2.880000e+00	2.350956e+00	-4.490179e+00	4.378576e+00	-2.921087e+00	-1.085674e+01	1.124285e+00
2.885000e+00	2.335681e+00	-4.544248e+00	4.384194e+00	-3.188375e+00	-1.076956e+01	1.123161e+00
2.890000e+00	2.319077e+00	-4.597864e+00	4.389807e+00	-3.453135e+00	-1.067581e+01	1.122039e+00
2.895000e+00	2.301155e+00	-4.650995e+00	4.395415e+00	-3.715206e+00	-1.057557e+01	1.120917e+00
2.900000e+00	2.281929e+00	-4.703609e+00	4.401016e+00	-3.974430e+00	-1.046892e+01	1.119797e+00
2.905000e+00	2.261415e+00	-4.755674e+00	4.406613e+00	-4.230651e+00	-1.035594e+01	1.118677e+00
2.910000e+00	2.239628e+00	-4.807158e+00	4.412203e+00	-4.483715e+00	-1.023671e+01	1.117559e+00
2.915000e+00	2.216584e+00	-4.858030e+00	4.417788e+00	-4.733469e+00	-1.011131e+01	1.116442e+00
2.920000e+00	2.192299e+00	-4.908261e+00	4.423368e+00	-4.979764e+00	-9.979843e+00	1.115326e+00
2.925000e+00	2.166792e+00	-4.957819e+00	4.428941e+00	-5.222453e+00	-9.842396e+00	1.114212e+00
2.930000e+00	2.140081e+00	-5.006675e+00	4.434510e+00	-5.461391e+00	-9.699069e+00	1.113098e+00
2.935000e+00	2.112185e+00	-5.054800e+00	4.440072e+00	-5.696437e+00	-9.549963e+00	1.111986e+00
2.940000e+00	2.083123e+00	-5.102165e+00	4.445630e+00	-5.927451e+00	-9.395182e+00	1.110874e+00
2.945000e+00	2.052917e+00	-5.148743e+00	4.451181e+00	-6.154296e+00	-9.234836e+00	1.109764e+00
2.950000e+00	2.021587e+00	-5.194504e+00	4.456727e+00	-6.376840e+00	-9.069036e+00	1.108655e+00
2.955000e+00	1.989156e+00	-5.239424e+00	4.462268e+00	-6.594951e+00	-8.897895e+00	1.107546e+00
2.960000e+00	1.955645e+00	-5.283475e+00	4.467803e+00	-6.808503e+00	-8.721532e+00	1.106439e+00
2.965000e+00	1.921079e+00	-5.326631e+00	4.473332e+00	-7.017370e+00	-8.540068e+00	1.105334e+00
2.970000e+00	1.885480e+00	-5.368867e+00	4.478856e+00	-7.221432e+00	-8.353625e+00	1.104229e+00
2.975000e+00	1.848873e+00	-5.410159e+00	4.484374e+00	-7.420570e+00	-8.162331e+00	1.103125e+00
2.980000e+00	1.811282e+00	-5.450483e+00	4.489887e+00	-7.614669e+00	-7.966316e+00	1.102023e+00
2.985000e+00	1.772735e+00	-5.489815e+00	4.495395e+00	-7.803619e+00	-7.765710e+00	1.100921e+00
2.990000e+00	1.733255e+00	-5.528132e+00	4.500896e+00	-7.987312e+00	-7.560648e+00	1.099821e+00
2.995000e+00	1.692870e+00	-5.565414e+00	4.506393e+00	-8.165643e+00	-7.351269e+00	1.098721e+00
3.000000e+00	1.651608e+00	-5.601638e+00	4.511884e+00	-8.338511e+00	-7.137711e+00	1.097623e+00
3.005000e+00	1.609494e+00	-5.636784e+00	4.517369e+00	-8.505820e+00	-6.920116e+00	1.096526e+00
3.010000e+00	1.566559e+00	-5.670833e+00	4.522849e+00	-8.667475e+00	-6.698628e+00	1.095430e+00
3.015000e+00	1.522829e+00	-5.703764e+00	4.528323e+00	-8.823387e+00	-6.473394e+00	1.094335e+00
3.020000e+00	1.478335e+00	-5.735561e+00	4.533792e+00	-8.973470e+00	-6.244562e+00	1.093242e+00
3.025000e+00	1.433104e+00	-5.766204e+00	4.539256e+00	-9.117641e+00	-6.012282e+00	1.092149e+00
3.030000e+00	1.387168e+00	-5.795678e+00	4.544714e+00	-9.255823e+00	-5.776706e+00	1.091057e+00
3.035000e+00	1.340556e+00	-5.823966e+00	4.550166e+00	-9.387941e+00	-5.537989e+00	1.089967e+00
3.040000e+00	1.293299e+00	-5.851053e+00	4.555613e+00	-9.513924e+00	-5.296285e+00	1.088877e+00
3.045000e+00	1.245427e+00	-5.876924e+00	4.561055e+00	-9.633706e+00	-5.051752e+00	1.087789e+00
3.050000e+00	1.196972e+00	-5.901566e+00	4.566491e+00	-9.747224e+00	-4.804549e+00	1.086702e+00
3.055000e+00	1.147966e+00	-5.924965e+00	4.571922e+00	-9.854420e+00	-4.554836e+00	1.085616e+00
3.060000e+00	1.098439e+00	-5.947110e+00	4.577347e+00	-9.955239e+00	-4.302773e+00	1.084531e+00
3.065000e+00	1.048424e+00	-5.967989e+00	4.582767e+00	-1.004963e+01	-4.048522e+00	1.083447e+00
3.070000e+00	9.979534e-01	-5.987592e+00	4.588182e+00	-1.013755e+01	-3.792249e+00	1.082364e+00
3.075000e+00	9.470594e-01	-6.005909e+00	4.593591e+00	-1.021896e+01	-3.534115e+00	1.081282e+00
3.080000e+00	8.957748e-01	-6.022930e+00	4.598995e+00	-1.029381e+01	-3.274288e+00	1.080201e+00
3.085000e+00	8.441323e-01	-6.038649e+00	4.604393e+00	-1.036207e+01	-3.012932e+00	1.079121e+00
3.090000e+00	7.921651e-01	-6.053058e+00	4.609786e+00	-1.042372e+01	-2.750214e+00	1.078043e+00
3.095000e+00	7.399062e-01	-6.066149e+00	4.615173e+00	-1.047873e+01	-2.486301e+00	1.076965e+00
3.100000e+00	6.873889e-01	-6.077919e+00	4.620556e+00	-1.052707e+01	-2.221361e+00	1.075889e+00
3.105000e+00	6.346466e-01	-6.088361e+00	4.625932e+00	-1.056874e+01	-1.955561e+00	1.074814e+00
3.110000e+00	5.817127e-01	-6.097473e+00	4.631304e+00	-1.060371e+01	-1.689069e+00	1.073739e+00
3.115000e+00	5.286207e-01	-6.105251e+00	4.636670e+00	-1.063198e+01	-1.422053e+00	1.072666e+00
3.120000e+00	4.754040e-01	-6.111693e+00	4.642030e+00	-1.065355e+01	-1.154682e+00	1.071594e+00
3.125000e+00	4.220964e-01	-6.116798e+00	4.647386e+00	-1.066841e+01	-8.871223e-01	1.070523e+00
3.130000e+00	3.687311e-01	-6.120564e+00	4.652736e+00	-1.067657e+01	-6.195428e-01	1.069453e+00
3.135000e+00	3.153418e-01	-6.122993e+00	4.658080e+00	-1.067804e+01	-3.521105e-01	1.068384e+00
3.140000e+00	2.619619e-01	-6.124086e+00	4.663419e+00	-1.067282e+01	-8.499234e-02	1.067316e+00
3.145000e+00	2.086247e-01	-6.123844e+00	4.668753e+00	-1.066095e+01	1.816453e-01	1.066249e+00
3.150000e+00	1.553635e-01	-6.122271e+00	4.674082e+00	-1.064243e+01	4.476365e-01	1.065184e+00
3.155000e+00	1.022115e-01	-6.119369e+00	4.679405e+00	-1.061729e+01	7.128164e-01	1.064119e+00
3.160000e+00	4.920163e-02	-6.115144e+00	4.684723e+00	-1.058556e+01	9.770207e-01	1.063055e+00
3.165000e+00	-3.633196e-03	-6.109601e+00	4.690036e+00	-1.054728e+01	1.240086e+00	1.061993e+00
3.170000e+00	-5.626029e-02	-6.102745e+00	4.695343e+00	-1.050248e+01	1.501851e+00	1.060931e+00
3.175000e+00	-1.086472e-01	-6.094585e+00	4.700645e+00	-1.045119e+01	1.762153e+00	1.059871e+00
3.180000e+00	-1.607615e-01	-6.085127e+00	4.705942e+00	-1.039348e+01	2.020833e+00	1.058812e+00
3.185000e+00	-2.125713e-01	-6.074379e+00	4.711233e+00	-1.032938e+01	2.277732e+00	1.057753e+00
3.190000e+00	-2.640448e-01	-6.062353e+00	4.716519e+00	-1.025895e+01	2.532694e+00	1.056696e+00
3.195000e+00	-3.151504e-01	-6.049056e+00	4.721800e+00	-1.018225e+01	2.785563e+00	1.055640e+00
3.200000e+00	-3.658569e-01	-6.034501e+00	4.727076e+00	-1.009933e+01	3.036185e+00	1.054585e+00
3.205000e+00	-4.161335e-01	-6.018698e+00	4.732346e+00	-1.001026e+01	3.284407e+00	1.053531e+00
3.210000e+00	-4.659494e-01	-6.001661e+00	4.737611e+00	-9.915114e+00	3.530079e+00	1.052478e+00
3.215000e+00	-5.152746e-01	-5.983402e+00	4.742871e+00	-9.813954e+00	3.773053e+00	1.051426e+00
3.220000e+00	-5.640791e-01	-5.963935e+00	4.748125e+00	-9.706859e+00	4.013182e+00	1.050375e+00
3.225000e+00	-6.123334e-01	-5.943275e+00	4.753375e+00	-9.593908e+00	4.250322e+00	1.049325e+00
3.230000e+00	-6.600085e-01	-5.921437e+00	4.758619e+00	-9.475183e+00	4.484330e+00	1.048276e+00
3.235000e+00	-7.070758e-01	-5.898437e+00	4.763857e+00	-9.350771e+00	4.715066e+00	1.047229e+00
3.240000e+00	-7.535069e-01	-5.874292e+00	4.769091e+00	-9.220759e+00	4.942393e+00	1.046182e+00
3.245000e+00	-7.992742e-01	-5.849019e+00	4.774319e+00	-9.085241e+00	5.166175e+00	1.045136e+00
3.250000e+00	-8.443503e-01	-5.822636e+00	4.779542e+00	-8.944312e+00	5.386279e+00	1.044092e+00
3.255000e+00	-8.887085e-01	-5.795163e+00	4.784760e+00	-8.798072e+00	5.602575e+00	1.043048e+00
3.260000e+00	-9.323223e-01	-5.766617e+00	4.789973e+00	-8.646622e+00	5.814935e+00	1.042005e+00
3.265000e+00	-9.751662e-01	-5.737020e+00	4.795180e+00	-8.490067e+00	6.023235e+00	1.040964e+00
3.270000e+00	-1.017215e+00	-5.706392e+00	4.800382e+00	-8.328516e+00	6.227352e+00	1.039924e+00
3.275000e+00	-1.058443e+00	-5.674754e+00	4.805579e+00	-8.162080e+00	6.427167e+00	1.038884e+00
3.280000e+00	-1.098828e+00	-5.642128e+00	4.810771e+00	-7.990872e+00	6.622563e+00	1.037846e+00
3.285000e+00	-1.138344e+00	-5.608536e+00	4.815958e+00	-7.815009e+00	6.813428e+00	1.036808e+00
3.290000e+00	-1.176970e+00	-5.574001e+00	4.821139e+00	-7.634611e+00	6.999651e+00	1.035772e+00
3.295000e+00	-1.214683e+00	-5.538547e+00	4.826316e+00	-7.449799e+00	7.181124e+00	1.034737e+00
3.300000e+00	-1.251461e+00	-5.502198e+00	4.831487e+00	-7.260697e+00	7.357744e+00	1.033703e+00
3.305000e+00	-1.287283e+00	-5.464978e+00	4.836653e+00	-7.067433e+00	7.529410e+00	1.032669e+00
3.310000e+00	-1.322129e+00	-5.426912e+00	4.841813e+00	-6.870135e+00	7.696025e+00	1.031637e+00
3.315000e+00	-1.355978e+00	-5.388026e+00	4.846969e+00	-6.668936e+00	7.857494e+00	1.030606e+00
3.320000e+00	-1.388812e+00	-5.348346e+00	4.852119e+00	-6.463968e+00	8.013727e+00	1.029576e+00
3.325000e+00	-1.420611e+00	-5.307898e+00	4.857265e+00	-6.255367e+00	8.164637e+00	1.028547e+00
3.330000e+00	-1.451359e+00	-5.266709e+00	4.862405e+00	-6.043271e+00	8.310139e+00	1.027519e+00
3.335000e+00	-1.481039e+00	-5.224806e+00	4.867540e+00	-5.827820e+00	8.450154e+00	1.026492e+00
3.340000e+00	-1.509632e+00	-5.182216e+00	4.872670e+00	-5.609155e+00	8.584605e+00	1.025466e+00
3.345000e+00	-1.537125e+00	-5.138969e+00	4.877795e+00	-5.387420e+00	8.713419e+00	1.024441e+00
3.350000e+00	-1.563502e+00	-5.095092e+00	4.882914e+00	-5.162758e+00	8.836526e+00	1.023417e+00
3.355000e+00	-1.588748e+00	-5.050613e+00	4.888029e+00	-4.935317e+00	8.953862e+00	1.022394e+00
3.360000e+00	-1.612850e+00	-5.005563e+00	4.893138e+00	-4.705244e+00	9.065364e+00	1.021372e+00
3.365000e+00	-1.635796e+00	-4.959969e+00	4.898242e+00	-4.472688e+00	9.170975e+00	1.020352e+00
3.370000e+00	-1.657573e+00	-4.913863e+00	4.903342e+00	-4.237800e+00	9.270639e+00	1.019332e+00
3.375000e+00	-1.678171e+00	-4.867273e+00	4.908436e+00	-4.000731e+00	9.364307e+00	1.018313e+00
3.380000e+00	-1.697577e+00	-4.820230e+00	4.913525e+00	-3.761634e+00	9.451932e+00	1.017295e+00
3.385000e+00	-1.715784e+00	-4.772764e+00	4.918609e+00	-3.520663e+00	9.533472e+00	1.016278e+00
3.390000e+00	-1.732781e+00	-4.724905e+00	4.923688e+00	-3.277971e+00	9.608886e+00	1.015262e+00
3.395000e+00	-1.748561e+00	-4.676685e+00	4.928761e+00	-3.033714e+00	9.678141e+00	1.014248e+00
3.400000e+00	-1.763116e+00	-4.628134e+00	4.933830e+00	-2.788048e+00	9.741206e+00	1.013234e+00
3.405000e+00	-1.776439e+00	-4.579284e+00	4.938894e+00	-2.541130e+00	9.798053e+00	1.012221e+00
3.410000e+00	-1.788525e+00	-4.530164e+00	4.943952e+00	-2.293116e+00	9.848659e+00	1.011210e+00
3.415000e+00	-1.799369e+00	-4.480807e+00	4.949006e+00	-2.044163e+00	9.893006e+00	1.010199e+00
3.420000e+00	-1.808966e+00	-4.431245e+00	4.954054e+00	-1.794430e+00	9.931077e+00	1.009189e+00
3.425000e+00	-1.817312e+00	-4.381507e+00	4.959098e+00	-1.544073e+00	9.962862e+00	1.008180e+00
3.430000e+00	-1.824406e+00	-4.331626e+00	4.964136e+00	-1.293251e+00	9.988353e+00	1.007173e+00
3.435000e+00	-1.830244e+00	-4.281634e+00	4.969169e+00	-1.042122e+00	1.000755e+01	1.006166e+00
3.440000e+00	-1.834827e+00	-4.231561e+00	4.974198e+00	-7.908421e-01	1.002045e+01	1.005160e+00
3.445000e+00	-1.838153e+00	-4.181440e+00	4.979221e+00	-5.395701e-01	1.002705e+01	1.004156e+00
3.450000e+00	-1.840223e+00	-4.131301e+00	4.984239e+00	-2.884627e-01	1.002737e+01	1.003152e+00
3.455000e+00	-1.841038e+00	-4.081177e+00	4.989253e+00	-3.767667e-02	1.002142e+01	1.002149e+00
3.460000e+00	-1.840600e+00	-4.031098e+00	4.994261e+00	2.126319e-01	1.000922e+01	1.001148e+00
3.465000e+00	-1.838912e+00	-3.981095e+00	4.999264e+00	4.623073e-01	9.990781e+00	1.000147e+00
3.470000e+00	-1.835978e+00	-3.931200e+00	5.004262e+00	7.111948e-01	9.966132e+00	9.991475e-01
3.475000e+00	-1.831802e+00	-3.881444e+00	5.009256e+00	9.591403e-01	9.935299e+00	9.981489e-01
3.480000e+00	-1.826389e+00	-3.831857e+00	5.014244e+00	1.205991e+00	9.898315e+00	9.971512e-01
3.485000e+00	-1.819744e+00	-3.782471e+00	5.019227e+00	1.451594e+00	9.855216e+00	9.961546e-01
3.490000e+00	-1.811875e+00	-3.733315e+00	5.024205e+00	1.695798e+00	9.806039e+00	9.951589e-01
3.495000e+00	-1.802789e+00	-3.684421e+00	5.029179e+00	1.938454e+00	9.750828e+00	9.941643e-01
3.500000e+00	-1.792493e+00	-3.635817e+00	5.034147e+00	2.179413e+00	9.689631e+00	9.931706e-01
3.505000e+00	-1.780998e+00	-3.587534e+00	5.039110e+00	2.418528e+00	9.622496e+00	9.921779e-01
3.510000e+00	-1.768311e+00	-3.539602e+00	5.044069e+00	2.655653e+00	9.549478e+00	9.911863e-01
3.515000e+00	-1.754445e+00	-3.492049e+00	5.049022e+00	2.890643e+00	9.470634e+00	9.901956e-01
3.520000e+00	-1.739409e+00	-3.444905e+00	5.053971e+00	3.123356e+00	9.386025e+00	9.892059e-01
3.525000e+00	-1.723215e+00	-3.398198e+00	5.058914e+00	3.353651e+00	9.295716e+00	9.882171e-01
3.530000e+00	-1.705877e+00	-3.351957e+00	5.063853e+00	3.581388e+00	9.199775e+00	9.872294e-01
3.535000e+00	-1.687406e+00	-3.306210e+00	5.068787e+00	3.806431e+00	9.098272e+00	9.862427e-01
3.540000e+00	-1.667817e+00	-3.260984e+00	5.073715e+00	4.028644e+00	8.991282e+00	9.852569e-01
3.545000e+00	-1.647124e+00	-3.216306e+00	5.078639e+00	4.247894e+00	8.878883e+00	9.842722e-01
3.550000e+00	-1.625343e+00	-3.172204e+00	5.083558e+00	4.464049e+00	8.761157e+00	9.832884e-01
3.555000e+00	-1.602489e+00	-3.128703e+00	5.088472e+00	4.676981e+00	8.638187e+00	9.823056e-01
3.560000e+00	-1.578579e+00	-3.085831e+00	5.093381e+00	4.886563e+00	8.510061e+00	9.813238e-01
3.565000e+00	-1.553629e+00	-3.043611e+00	5.098285e+00	5.092670e+00	8.376870e+00	9.803430e-01
3.570000e+00	-1.527658e+00	-3.002070e+00	5.103185e+00	5.295181e+00	8.238706e+00	9.793631e-01
3.575000e+00	-1.500684e+00	-2.961232e+00	5.108079e+00	5.493975e+00	8.095666e+00	9.783842e-01
3.580000e+00	-1.472725e+00	-2.921122e+00	5.112968e+00	5.688937e+00	7.947849e+00	9.774063e-01
3.585000e+00	-1.443801e+00	-2.881762e+00	5.117853e+00	5.879952e+00	7.795358e+00	9.764294e-01
3.590000e+00	-1.413932e+00	-2.843176e+00	5.122733e+00	6.066909e+00	7.638296e+00	9.754535e-01
3.595000e+00	-1.383139e+00	-2.805386e+00	5.127607e+00	6.249697e+00	7.476772e+00	9.744785e-01
